Date,Open,High,Low,Close,Adj Close,Volume
2023-11-06,829.0,837.4000244140625,782.0,791.7000122070312,791.7000122070312,17947726
2023-11-07,791.2999877929688,815.5999755859375,772.0,799.1500244140625,799.1500244140625,4204640
2023-11-08,803.8499755859375,812.7000122070312,792.0999755859375,800.6500244140625,800.6500244140625,933907
2023-11-09,803.0,804.5999755859375,778.0,785.2000122070312,785.2000122070312,631244
2023-11-10,785.0,798.7000122070312,781.0999755859375,789.5999755859375,789.5999755859375,1114462
2023-11-13,794.9500122070312,795.9500122070312,782.2000122070312,785.8499755859375,785.8499755859375,373643
2023-11-15,790.0,798.9000244140625,780.25,787.4500122070312,787.4500122070312,774158
2023-11-16,789.9000244140625,798.0,782.9500122070312,790.8499755859375,790.8499755859375,746640
2023-11-17,788.5499877929688,795.9000244140625,781.5,785.2000122070312,785.2000122070312,563132
2023-11-20,785.9000244140625,798.0,783.2000122070312,786.0499877929688,786.0499877929688,609852
2023-11-21,790.0,794.7999877929688,784.0,785.0999755859375,785.0999755859375,299524
2023-11-22,785.1500244140625,791.7000122070312,768.0999755859375,770.5999755859375,770.5999755859375,466979
2023-11-23,769.9000244140625,788.8499755859375,767.1500244140625,775.8499755859375,775.8499755859375,351451
2023-11-24,779.8499755859375,784.8499755859375,775.3499755859375,781.0999755859375,781.0999755859375,262392
2023-11-28,784.7999877929688,827.6500244140625,772.2999877929688,820.5999755859375,820.5999755859375,2567328
2023-11-29,822.0,828.9000244140625,806.4500122070312,818.9500122070312,818.9500122070312,1052971
2023-11-30,818.9000244140625,824.9500122070312,802.0,804.75,804.75,535170
2023-12-01,807.9500122070312,824.9000244140625,790.0,795.6500244140625,795.6500244140625,816026
2023-12-04,801.0,802.9000244140625,784.75,791.0999755859375,791.0999755859375,372333
2023-12-05,793.9500122070312,803.9500122070312,785.9000244140625,790.0499877929688,790.0499877929688,284190
2023-12-06,791.0,822.2000122070312,775.0,809.9000244140625,809.9000244140625,1489364
2023-12-07,810.9000244140625,824.25,802.5,810.5499877929688,810.5499877929688,624841
2023-12-08,817.0,819.8499755859375,792.2999877929688,813.4000244140625,813.4000244140625,356149
2023-12-11,817.0499877929688,817.4000244140625,780.0499877929688,788.1500244140625,788.1500244140625,611130
2023-12-12,790.0,795.8499755859375,781.4000244140625,784.5,784.5,273718
2023-12-13,785.0999755859375,797.0,778.0999755859375,792.1500244140625,792.1500244140625,261339
2023-12-14,798.0,798.0,783.2000122070312,785.0,785.0,239820
2023-12-15,785.7000122070312,795.9000244140625,780.5999755859375,791.4500122070312,791.4500122070312,298580
2023-12-18,790.25,802.5,785.3499755859375,799.7999877929688,799.7999877929688,274429
2023-12-19,800.0,807.9500122070312,786.2000122070312,787.5999755859375,787.5999755859375,138489
2023-12-20,794.0,795.0,760.0,762.4000244140625,762.4000244140625,258476
2023-12-21,755.0,779.9000244140625,748.5499877929688,775.0999755859375,775.0999755859375,225567
2023-12-22,775.0,784.5,762.75,769.2000122070312,769.2000122070312,262414
2023-12-26,780.8499755859375,780.8499755859375,762.75,765.5,765.5,218564
2023-12-27,769.9500122070312,779.9500122070312,766.0499877929688,778.6500244140625,778.6500244140625,248384
2023-12-28,788.0,796.9000244140625,783.0499877929688,794.5,794.5,419921
2023-12-29,795.9500122070312,796.9000244140625,781.0,787.1500244140625,787.1500244140625,172720
2024-01-01,795.0499877929688,799.4000244140625,785.25,796.5999755859375,796.5999755859375,194900
2024-01-02,792.0,811.0,792.0,806.5499877929688,806.5499877929688,586064
2024-01-03,806.6500244140625,835.0,799.0,828.25,828.25,930425
2024-01-04,829.0,875.0,828.9500122070312,871.2000122070312,871.2000122070312,1616636
2024-01-05,871.2000122070312,881.9500122070312,854.75,857.25,857.25,1237562
2024-01-08,857.7999877929688,897.2999877929688,850.3499755859375,877.6500244140625,877.6500244140625,872714
2024-01-09,888.2999877929688,905.9500122070312,873.0,881.25,881.25,390764
2024-01-10,878.9000244140625,893.0,867.3499755859375,887.5999755859375,887.5999755859375,181628
2024-01-11,889.0,920.0,862.0999755859375,880.9000244140625,880.9000244140625,870172
2024-01-12,890.1500244140625,908.6500244140625,883.0499877929688,900.5499877929688,900.5499877929688,239803
2024-01-15,900.5499877929688,900.5499877929688,900.5499877929688,900.5499877929688,900.5499877929688,0
2024-01-16,902.2000122070312,907.0,877.0,895.0999755859375,895.0999755859375,179225
